"","date","CI005101.WI","CI005102.WI","CI005104.WI","CI005105.WI","CI005106.WI","CI005107.WI","CI005109.WI","CI005110.WI","CI005111.WI","CI005113.WI","CI005117.WI","CI005122.WI","CI005124.WI","CI005127.WI","CI005129.WI","CI005133.WI","CI005134.WI","CI005135.WI","CI005136.WI","CI005137.WI","CI005138.WI","CI005139.WI","CI005140.WI","CI005143.WI","CI005144.WI","CI005145.WI","CI005146.WI","CI005152.WI","CI005153.WI","CI005154.WI","CI005155.WI","CI005156.WI","CI005160.WI","CI005162.WI","CI005163.WI","CI005164.WI","CI005165.WI","CI005166.WI","CI005168.WI","CI005170.WI","CI005171.WI","CI005172.WI","CI005173.WI","CI005178.WI","CI005181.WI","CI005185.WI"
"872",2022-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",2022-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",2022-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875",2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877",2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",2022-04-01,-0.554039858676262,-1.19707157309863,0.750172252872642,-0.642981366593975,-0.0360195542335559,-0.764936885328992,-0.786589798720863,-0.830032268244058,-1.23589706881654,-0.187027144099107,-0.468514636838864,-0.0820766832055434,-1.00203243563707,-0.936790421252598,-1.14831229847277,-1.14025351949578,-1.11428660548459,-1.10107092430453,-0.909643015196085,-0.327009730056608,-1.120888842521,-1.13799943410235,-1.05407564860694,-0.54226445079831,-1.08277877036458,-0.120084721549697,-1.50972164576835,-0.513900996187282,-1.14739252312012,-0.103006672876057,-0.979600179318147,0.0787945633663356,-0.583101598284346,-0.961677041498518,-0.894780812939626,-0.528370438717361,-0.914047141223418,-0.19231821302225,-1.30701121172687,-1.61868247656255,-1.3949642162465,-0.716471692004203,-1.58465691866603,-1.16038227056301,-0.883030619534998,-0.720435412434896
"879",2022-04-08,-0.44231262387857,-1.16644786636308,0.868258184312198,-0.646745728634427,0.146997154592452,-0.820265213511104,-0.753128265617044,-0.817229060725599,-1.12492875958891,0.109253245964845,-0.0268663154162628,-0.044536612268613,-1.16626852701228,-0.921716570417247,-1.1423800769302,-1.24153587885649,-1.1362015794773,-1.15348012092705,-0.887256654204285,-0.205697715816692,-1.2450146363532,-1.1183117184475,-1.07719724554078,-0.385072655797482,-1.17029906458941,-0.0980452862040508,-1.39274717833672,-0.18658334383929,-1.22102246370773,0.020491580307404,-0.703861404032428,0.0345965925585832,-0.695721110809852,-0.922601714177313,-0.875378441752517,-0.490695887493188,-0.944366701515138,-0.241627980795299,-1.23187160302036,-1.64909099005497,-1.43112826950224,-0.782947804182132,-1.58462702732442,-1.14652608957282,-0.771990764121429,-0.706270764015784
"880",2022-04-15,-0.572568626910183,-1.23879881533474,1.07424172550561,-0.52816550666832,0.224542960025148,-0.814753530029375,-0.851401164340574,-0.767164476487219,-1.14236045884666,-0.138922696562268,-0.344176111475054,0.144770704839019,-1.1447338408968,-0.874355250343508,-1.12030500343317,-1.3317600891805,-1.18088093957199,-0.908859871577051,-0.981073240904635,0.10400241361123,-1.28466538841356,-1.10445828305366,-1.10919245035259,-0.524930390800542,-1.06541949488341,-0.228718996875756,-0.982259597115043,0.0698763823760463,-1.34849171190486,0.140676817223204,-0.780749964605453,0.216373512878227,-0.691608508237151,-0.948543259048215,-0.88055045260965,-0.489168007886623,-0.900615047155739,-0.225947598187677,-1.28862054573877,-1.60000090129197,-1.38869135973043,-0.834839950677241,-1.57234329206223,-1.11514122875694,-0.598544039971457,-0.651381378020112
"881",2022-04-22,-0.820982784614827,-1.17765198617164,0.425754981794981,-0.860549540561497,-0.0276507022825544,-1.11546455684439,-0.924848700583698,-0.723300283024907,-1.33593957909228,-0.377224371913933,-0.846808136041661,0.440862966327661,-0.985112728007096,-0.812462582784249,-1.09560510050989,-1.3704256028879,-1.2164767542159,-0.558315736539365,-1.03818643953469,0.567317639190689,-1.31078755775389,-1.06568296875557,-1.1017920448348,-0.474380463021904,-1.14648399861577,-0.209330984232708,-0.837029243935065,0.428982225698106,-1.55652164613493,0.442270622202522,-0.411545847231063,0.0954237953806089,-0.719447365754489,-0.892784637905722,-0.867811755388575,-0.620372730685828,-0.595751206955477,-0.153907640984017,-1.32467576630418,-1.58479986314752,-1.44142644850723,-0.900784916414764,-1.59043532132927,-1.07590360556205,-0.47475670190434,-0.70532758159217
"882",2022-04-29,-0.726035865906112,-0.8931319076985,0.336486895307734,-1.05088747444658,-0.186798298977427,-1.25446656755039,-1.02877980692921,-0.674823034318756,-1.36610851787305,-0.440239889743769,-0.640430614438156,0.748247541101531,-0.864006414689467,-0.743237575932478,-0.945688907737768,-1.37030139312237,-1.23029989104812,-0.513223364500695,-1.0061370876015,0.865747876307471,-1.32300163109925,-0.978177255282588,-1.10378776472727,-0.474785576304417,-1.16998587063344,-0.251611338166887,-0.436747558254586,0.607882154463691,-1.58034784857716,0.42972723946563,-0.433011725106417,0.20888328200829,-0.848487861816956,-0.815783767158179,-0.90442433335415,-0.33342544162251,0.505193426237092,-0.0181052340307242,-1.3173533054663,-1.44578882871271,-1.44196177267955,-0.995407733983019,-1.60147184831079,-1.03293705972789,-0.422457707441659,-0.57578185820473
"883",2022-05-06,-0.719901199149894,-0.906868362949386,0.196462604907938,-1.08594151730217,-0.456275830944615,-1.28419575990853,-1.06748987405119,-0.674772176675064,-1.38843521859829,-0.383818601710153,-0.751557186198459,0.764104085902907,-0.815183566566786,-0.735559842619807,-1.02383953811657,-1.34651042976102,-1.23905490661051,-0.577189955383354,-0.966134373837296,0.900023757124605,-1.31817878131319,-0.952600117821897,-1.09037629604492,-0.284798556081717,-1.24474142734483,-0.42906999489757,-0.280271256646472,0.622389639541027,-1.57762959172077,0.388442111095142,-0.360453371021466,0.0939956197733426,-0.852712304571637,-0.825175757698937,-0.930538302648489,-0.015038135089088,0.936127253430661,0.0571638923183738,-1.19297604374258,-1.37385494795633,-1.45219765357644,-0.976772094209854,-1.62396000435125,-1.03476911041401,-0.357127969682681,-0.621271871040751
"884",2022-05-13,-0.786665015475136,-0.817423662153615,0.203118435165046,-1.06348256396074,-0.662397472106731,-1.23373340518646,-0.951298959480167,-0.736880340914906,-1.39338358034123,-0.453484648309493,-0.627434480198624,0.457769171436809,-0.838553322121328,-0.782682034559136,-1.12005615368679,-1.32653475776824,-1.25497431654569,-0.743226718093525,-0.694959139287327,0.479653345820034,-1.26436153762057,-1.046415432934,-1.0710496047666,-0.389641377339787,-1.206768474091,-0.424875871111133,-0.803830170314681,0.307850281917269,-1.51809049337376,0.219627040522505,-0.510831669900508,0.124622237557047,-0.881438470678288,-0.83562418392651,-0.93460439708708,0.0675747094689543,0.367372507873142,0.066138249367943,-1.227302376874,-1.44228581043737,-1.4504137841693,-0.942764438267218,-1.62745423729073,-1.09778000486169,-0.525619332356094,-0.648463199078342
"885",2022-05-20,-0.517812573811332,-1.08266251379902,0.702122637812149,-0.979120912045206,-0.64256093576872,-1.12899388821354,-0.919138318062259,-0.754629113933696,-1.39012235064114,-0.248907097728696,-0.477990471706181,0.364244788074374,-0.923012721185809,-0.828469509875532,-1.16717510214868,-1.32028589392874,-1.2656331223726,-0.749956079680596,-0.51762628408819,-0.0711454084555849,-1.2390643087205,-1.05976144012838,-1.04598067224207,-0.554073414852219,-1.20404767144638,-0.460277721804999,-1.0974153608636,0.481332189191951,-1.57990806581087,0.307074315398217,-0.51223603324336,0.184814682011968,-0.883327738515458,-0.864331099066464,-0.95429052363175,0.0693522044075466,0.0799826281572191,0.0659805836489621,-1.22733445398567,-1.50543458453972,-1.42430441559241,-0.93845291190609,-1.62355454945602,-1.12182045729752,-0.589757825076823,-0.678636458296478
"886",2022-05-27,-0.201810583742949,-1.25408702925482,1.22882674807668,-0.902248354442092,-0.658480141166354,-1.1713911551365,-0.901209404179276,-0.75482578710158,-1.39268899436795,-0.212659299770963,-0.530056825978859,0.296312716657009,-1.03838845774602,-0.851048455580837,-1.16842847735905,-1.31213252111963,-1.26957235969512,-0.380834455565791,-0.499494162582987,-0.314086218072266,-1.23679453172172,-1.12454270301198,-1.03270643689469,-0.440578550971081,-1.22314164170681,-0.28615256502581,-1.50105867694459,0.659100338381093,-1.60659066487389,0.476633659884165,-0.29637400415539,0.0557456631499918,-0.885075980170443,-0.86549444703881,-0.94202627077148,0.444798088544772,0.109637249272846,0.0848705440731439,-1.19262376743002,-1.56542151211907,-1.43592335387695,-0.830220237803846,-1.61733277815535,-1.10824279396264,-0.553517285009795,-0.679411548125002
"887",2022-06-02,-0.490316881661502,-1.28902477274595,0.92767156292772,-0.992751655961067,-0.698345101933063,-1.14049615446778,-0.869751072843645,-0.785101171338532,-1.37940699428871,-0.221775715896532,-0.711759906138646,0.0235809512926104,-1.08894387236416,-0.943053178512777,-1.18836868637771,-1.27633299091217,-1.26164346753085,-0.747233504100758,-0.306910184914126,-0.605921137486125,-1.13307737465091,-1.16857002026039,-1.00892353421393,-0.635140882365472,-1.21465756971129,-0.320971071322571,-1.94281127877625,0.655258363866791,-1.60828234068052,0.461668152939116,-0.385934365059689,0.240789530380781,-0.884939370877529,-0.858257087350939,-0.962667635799347,0.657458969253411,0.212213004542878,0.0305599330119593,-1.15915762849572,-1.54986838563108,-1.39051242300373,-0.800039775744118,-1.61540579045037,-1.12925314976313,-0.821172809951566,-0.680995603729678
"888",2022-06-10,0.0963799021071894,-1.27552475428344,1.6116651373533,-0.946161882245516,-0.603265576171376,-1.02275958072242,-0.792230613706078,-0.806142679652582,-1.37480025476583,0.077885860679557,-0.621749187858971,0.0482819392047394,-1.11158916461834,-0.927707402270653,-1.22494337725026,-1.26693061090034,-1.26553060217223,-0.753902994019988,-0.055005559200509,-0.344027782324927,-1.14163403201765,-1.2410232148482,-0.986523104507756,-0.738195787848621,-1.23502713909512,-0.285604169095189,-1.71986789294634,0.257498543389877,-1.59250720737527,0.24090818847699,-0.632355210787688,0.380584052294094,-0.849391208102598,-0.840877229692326,-0.943998936924686,0.484080513635474,-0.204989704368743,-0.0645907860738807,-1.16101582423434,-1.58532219974702,-1.39212841763755,-0.804255945987235,-1.61794437415531,-1.15540942824553,-0.811352332314942,-0.727720048192345
"889",2022-06-17,-0.317107320952937,-1.28373634835934,1.22884460265325,-0.955538224811333,-0.563843495616143,-1.0305735359578,-0.846963685980124,-0.813603249112387,-1.39209833389604,-0.0107198845769663,-0.699757739562732,-0.351737060342363,-1.22247599920213,-0.95995508982796,-1.27950679653976,-1.28693016958705,-1.26323100936646,-0.808703596515159,-0.000848146677659688,-0.643239313088694,-1.06881124499082,-1.23036795801335,-0.935973281554444,-0.858436530497326,-1.22142466258816,-0.446123196380383,-1.95401347906345,-0.0790358354285801,-1.57268354552582,-0.0447014831046812,-0.809218554387279,0.49162346681717,-0.753073291721425,-0.869869266698881,-0.943824931386173,0.389492005218072,-0.494665654821696,-0.238022658906577,-1.13213259322654,-1.60223119291727,-1.41687512653351,-0.842234009497311,-1.61948346174409,-1.16747958989194,-0.992260043014295,-0.733903805470713
"890",2022-06-24,-0.606671861791425,-1.29945191850516,0.800481767344721,-0.97651455721835,-0.670413324340591,-1.06235716746315,-0.803719924398072,-0.840843018771199,-1.38958234634915,-0.184180602232619,-0.731839352458702,-0.476268786139153,-1.07447066229208,-1.00309825783807,-1.32261462622477,-1.22322144956886,-1.26285370953555,-1.16251382331168,0.14460856676589,-1.04345948089382,-0.928029627534582,-1.29797897075744,-0.912557768424478,-0.748522149946266,-1.13434091039453,-0.65289802796454,-1.97723605988245,-0.199964138580652,-1.54629096331178,-0.143993989851934,-0.92676261668734,0.603227977089873,-0.704840716368175,-0.869104476158331,-0.947557491387493,0.195385262108549,-0.62240882431619,-0.385266365462705,-1.18489799843189,-1.64952593859007,-1.42270665093409,-0.863964054162433,-1.60851346501146,-1.17638249985367,-1.04950558579195,-0.746031114749056
"891",2022-07-01,-0.588559294648005,-1.30413584527102,1.08407653968595,-0.969007749794577,-0.665736877068992,-1.04499275142326,-0.692956080663812,-0.882151509549586,-1.39848178372872,0.0162118200580831,-0.609677668082281,-0.567173012696592,-1.19523394504662,-0.978367774335297,-1.33865063044059,-1.22544299559075,-1.13840552042882,-1.11007762170077,-0.0411029137108712,-1.07986235138325,-1.0949332168013,-1.24404793218163,-1.02957986027933,-0.596671684285352,-0.976736520817853,-0.639496255066567,-1.76936978811617,-0.417392386013119,-1.54234185768401,-0.266639344152305,-0.95420746653247,0.740277452554345,-0.732872336333528,-0.871981098440675,-0.932748268613176,-0.155703684525096,-0.481783344980302,-0.401028401211079,-1.31575687437206,-1.67105510753731,-1.3849915550447,-0.857336006968532,-1.58818188762285,-1.17557680093776,-1.17289669221635,-0.74664284391908
"892",2022-07-08,-0.475241232072302,-1.32165068104864,1.06219495754881,-0.983055881106297,-0.721458607033153,-1.03152893043767,-0.447008014179467,-0.896660017614189,-1.41202696871315,-0.0403140146397698,-0.631773259857573,-0.592385536099913,-1.18335935861285,-0.995732166997059,-1.35131246960547,-1.1989010287529,-1.18084461090821,-1.12008054669777,-0.039503621291801,-1.15456715965676,-1.11153751364522,-1.2400682609344,-0.975897703520956,-0.718739632030446,-1.04483767561608,-0.65534271113554,-1.90110466213293,-0.606421886677315,-1.52698366435794,-0.262436634515034,-0.977389305887076,0.640114065732476,-0.559896069652742,-0.873396533436956,-0.929337353633532,-0.0274945339506072,-0.249955522091633,-0.396335997338386,-1.21073049656884,-1.63552707285937,-1.4284815615058,-0.843446615083987,-1.61063246809503,-1.16501233048164,-1.1787140553484,-0.787175384925687
"893",2022-07-15,-0.511971735787255,-1.31754436041349,0.782060028421868,-1.03471860745425,-0.836849673374903,-1.08585343328128,-0.478072563407062,-0.892730559068604,-1.43189361494694,-0.313316632007399,-0.733531001666523,-0.439861483577755,-1.08935947005288,-0.991158500753276,-1.37777277036169,-1.23030821634907,-1.24572774855072,-1.03138268915103,-0.16924756404992,-0.914542276617553,-1.07072447762587,-1.20512694552658,-1.05784250531707,-0.720856920005614,-1.04385239756618,-0.585266002592423,-1.88675888861722,-0.41898706525166,-1.58945922547276,-0.122828041369429,-0.933377000267957,0.561453988383207,-0.609222013634349,-0.850083304882009,-0.985937450888119,0.352551990762009,-0.0604912535342087,-0.22037531429621,-1.03170611349296,-1.62713644021187,-1.49402161982573,-0.937448450061073,-1.61342438238132,-1.13777990495741,-1.19501014080424,-0.733491442814972
"894",2022-07-22,-0.527169312639845,-1.3187432710079,0.324211277005346,-1.02268413610765,-0.810255459399622,-0.993062004693575,-0.461319495997296,-0.947428446051019,-1.43517110734892,-0.29676270317864,-0.716190278254935,-0.61038279518954,-1.17096922116557,-1.1023972021751,-1.33384759722294,-1.19548078512861,-1.15358502593568,-1.11558598739693,-0.244573385799768,-0.947184489789372,-0.859562297087661,-1.26113900350455,-0.901756143176656,-0.670585242517872,-1.01386619145243,-0.59528485783741,-1.92726698019374,-0.506870406670737,-1.60163659850544,-0.116496368610267,-0.869411276428584,0.497101379327356,-0.650576098296383,-0.915671785754361,-0.949582274163808,0.311560353831086,-0.385036035313765,-0.207284342659533,-1.12257881040128,-1.65319587230858,-1.42810472528584,-0.786774639463809,-1.61295852707596,-1.17146787562605,-1.31298871046407,-0.77878944025898
"895",2022-07-29,-0.46409871516401,-1.32695864161095,0.580166278142761,-1.01554327457391,-0.731235800757773,-0.89476855606103,-0.596237979892223,-0.952920091382161,-1.43642951181146,-0.348401718798126,-0.782188506653841,-0.603768131113202,-0.975664574163956,-1.10358657778462,-1.3863313502529,-1.21007279360605,-1.10911031000286,-1.09836435068743,-0.236006834011075,-0.935980028854883,-0.6102381638383,-1.26368870193215,-0.743668241185732,-0.758314662773842,-1.03646985574593,-0.590339961628794,-1.87908372809346,-0.36761611678325,-1.6551125471213,-0.0958723356108919,-0.730844322080793,0.357973754803002,-0.606392649477775,-0.893651408055368,-0.957082454073925,0.384310593307069,-0.453876762064171,-0.135021475759382,-1.18627567152755,-1.63127466794697,-1.48213547215989,-0.820116857494653,-1.6319537263639,-1.19911325876103,-1.28869827164315,-0.780605683948233
"896",2022-08-05,-0.663076337744923,-1.32478699762737,0.36173849480532,-1.0637751873227,-0.711461407949673,-0.984034465595914,-0.714685369417817,-0.913063149569515,-1.45119240653919,-0.462513571535905,-0.993571602196684,-0.48653068587909,-0.950375223255836,-1.08617654686784,-1.40164801920401,-1.19816355317193,-1.00423457111592,-1.13430959040984,-0.290382824396166,-0.816498780642311,-0.950151840614509,-1.21246743855336,-0.883406971890443,-0.810072102729539,-1.09509213543575,-0.500108722652379,-1.90401625023043,-0.428504809931456,-1.65831985115014,-0.181610426041606,-0.795657928632888,0.438326788629122,-0.665054948380321,-0.888699053722809,-0.964865475637489,0.448094347817213,-0.395300842127084,-0.0711957148973192,-1.01096722517102,-1.57208710507251,-1.50663450663049,-0.922430973040072,-1.63046257792607,-1.18717349197137,-1.38237422779527,-0.750301895559555
"897",2022-08-12,-0.411256707796489,-1.26669304822486,0.796591563413702,-1.03055974674338,-0.629450708775075,-0.904835822719954,-0.547815691642509,-0.947786565173124,-1.45363128227439,-0.294935347307979,-0.965217250070204,-0.60047411537699,-0.977426496244413,-1.14629724540961,-1.39281756884421,-1.16084578371791,-0.805244631428847,-1.09902279931013,-0.445191542148225,-0.882171676056473,-0.941696127548313,-1.22259401875264,-0.809548500877417,-0.869399423938397,-1.10762634096355,-0.536680231844181,-1.91791812067952,-0.49640596441618,-1.65269683009418,-0.235605120136697,-0.803384668444766,0.386396913590514,-0.713243200764603,-0.911909521477517,-0.96810060183761,0.454958702163028,-0.535917407516641,-0.0971648067797833,-1.09601996502572,-1.60707210462247,-1.48848268747762,-0.829306295187357,-1.61909260693572,-1.21556810531852,-1.38536231894332,-0.792121201921564
"898",2022-08-19,-0.251441788082536,-1.3085406200579,1.04387433710601,-1.04272364919601,-0.694761084306519,-0.907545259626359,-0.281168591897097,-0.959393679701067,-1.46016634307687,-0.391967415311133,-0.939530781470084,-0.501802433865645,-0.835921687328647,-1.18381200867546,-1.29612492963153,-1.22705234824204,-1.11270068551966,-1.11302572086442,-0.423467050036661,-0.835812925133054,-0.908195663011767,-1.20865347332615,-0.736283631654206,-0.954513533764607,-1.22137975806357,-0.532113449283369,-1.93627305034069,-0.381737603550275,-1.68029675298409,-0.13359296466793,-0.70674002086761,0.271135088479125,-0.626569675214899,-0.92701084988604,-0.980453354826069,0.612391101157469,-0.483011847045144,-0.0829532666263495,-1.17538656136443,-1.61332740059832,-1.48178651799702,-0.810954225395275,-1.62041076417028,-1.2257875138188,-1.41840075235072,-0.788062200405802
"899",2022-08-26,0.286623504638244,-1.3244927199326,1.55436255775629,-1.00432036209952,-0.645120073948786,-0.964228387862945,-0.316718633460484,-0.970685494947588,-1.4536891824526,-0.293215905093909,-0.983988215863536,-0.490294950803699,-0.624702667950134,-1.13806088391878,-1.39144424485861,-1.33233067252898,-1.30625168561722,-1.16096921685122,-0.475354252576139,-0.832563605558372,-1.00806796638268,-1.19572422229479,-0.60305296249295,-0.869499847478461,-1.13351043803724,-0.512970069315953,-1.80797821762135,-0.300678678566816,-1.68073134274994,-0.0435996493350597,-0.67376848152147,0.328094075169623,-0.562995496791523,-0.949522557369223,-0.98769074755875,0.625217732683531,-0.425125024359145,-0.186416008142103,-1.13245887487341,-1.61621694979262,-1.48520182531122,-0.701532437191975,-1.61321069238579,-1.21557817158834,-1.31774502254647,-0.797574353285743
"900",2022-09-02,-0.166661670226195,-1.33739774513847,1.21507939060825,-1.05544852164608,-0.720331503208208,-1.08099620190358,-0.484986432695221,-0.929743720787561,-1.40475748422032,-0.472939882297613,-0.9972683113031,-0.558154100093419,-0.597062478310181,-1.1279834908786,-1.40893551684187,-1.33312514287686,-1.34676692325416,-1.20439266546061,-0.904183323479691,-0.801496895262079,-1.0951239990083,-1.15985386253332,-0.684924556022709,-0.991480901871447,-1.22355557494697,-0.66025472696316,-1.84422903868441,-0.278759387218268,-1.68814830981973,-0.0700716248139688,-0.654854576790095,0.189808924175981,-0.597549704069702,-0.962096956960528,-0.983751348689214,0.584788205932259,-0.418533711243177,-0.256866097128101,-1.21689447726331,-1.59581309934103,-1.50845645632224,-0.754346321104185,-1.62704500397329,-1.21727210987525,-1.35575624424074,-0.816438577718582
"901",2022-09-09,0.0233101633379384,-1.3173328728702,1.59598787764355,-1.0405928328509,-0.61547217447834,-0.891750192203925,-0.209361699687974,-0.948450784123083,-1.4850076426591,-0.369526662269539,-0.86312220372094,-0.552270727819297,-0.641914221115115,-1.16448193517226,-1.30256804370991,-1.24466832649588,-1.40462012430486,-1.11068525882585,-0.863090101517216,-0.873943271222367,-0.973962056464214,-1.16779581174504,-0.637059228598378,-0.880413825545333,-1.20780014492244,-0.658168933717853,-1.74424060292895,-0.29482278485983,-1.68477980920951,-0.0448907244640875,-0.705317215778609,0.170543835609967,-0.691324524522534,-0.941078836256467,-0.969609037412009,0.903719975562959,-0.486309998570619,-0.344432397530681,-1.44441655361402,-1.65841289161389,-1.44398993098798,-0.700069164918104,-1.60244512879163,-1.22570521990508,-1.34680121776551,-0.807188521939717
"902",2022-09-16,-0.302270312870689,-1.35708703815317,1.2357539073173,-1.11023980270268,-0.692096019533096,-1.12488744763178,-0.692995650143946,-0.882789124213185,-1.36591237499454,-0.602784064427085,-1.0432091756166,-0.476772787115091,-0.538959492598768,-1.08009912928825,-1.47960842074926,-1.247923858555,-1.67169611512939,-1.13551125760985,-1.04417589515915,-0.757865367304332,-1.24903603544931,-1.11055984944765,-0.795119867081406,-0.905915381372818,-1.16154067192191,-0.673133486762016,-1.61084945025966,-0.0759010124331612,-1.71687959270941,0.090656592474506,-0.505150473001713,0.12656549863439,-0.732738579523379,-0.907074356173642,-0.97363549110929,0.945588056946921,-0.198743331678875,-0.328772207883771,-1.3601024048446,-1.61554869932407,-1.49440362626786,-0.796393432958768,-1.61383904102315,-1.18837190065266,-1.24213383307232,-0.770014613103293
"903",2022-09-23,-0.0260918191578509,-1.35357654546192,1.36087397344194,-1.12031890692148,-0.698894855570099,-1.16597588940811,-0.67014541807513,-0.886985829723895,-1.32084835158062,-0.645999762447224,-1.0792463211805,-0.308082275663873,-0.436757377768829,-1.09977444262444,-1.48064174189251,-1.30375248307556,-1.67027097623822,-1.15947156328277,-1.02902397422476,-0.660577184858828,-1.24182545163773,-1.0922536770951,-0.945584088171793,-0.950492141931392,-1.22384350860473,-0.595972732712902,-1.66200244428584,0.115441802075131,-1.55853028564502,0.188412085707433,-0.272857661143142,0.0983133499209166,-0.800746579297626,-0.889776188795474,-0.953467449475874,0.909625744718307,-0.215780045052422,-0.303851700011606,-1.32608061547494,-1.57256161395165,-1.51788146803039,-0.726001874708855,-1.61600329051676,-1.17626768907662,-1.17608644245113,-0.732284573595758
"904",2022-09-30,-0.267030961105071,-1.26856324577779,1.33376856470055,-1.15257838987647,-0.799215655289528,-1.26909262474201,-0.892297695950101,-0.865026790596798,-1.24843467661158,-0.776553810769957,-1.14852508244151,-0.190269502871295,-0.293088351747367,-1.0048250453707,-1.50477620262781,-1.448803725895,-1.98294578262214,-1.28996714220898,-1.21931641345365,-0.492007748079621,-1.36861825245551,-0.976196359749903,-1.08393198839859,-0.835782847862421,-1.17644149855266,-0.545408359152577,-1.49313505815165,-0.00832392955510254,-1.5764742386055,0.142522480338325,-0.469398558333927,0.240647380832765,-0.814902630823066,-0.867124380387908,-0.969405942724111,1.01330035653689,-0.0671623223132062,-0.245424347664321,-1.26937980266631,-1.55904836660062,-1.54171323566487,-0.874132745903983,-1.60338811190156,-1.1327061569871,-1.09743717786534,-0.716401445364682
"905",2022-10-14,-0.246068506708325,-1.18827457038128,1.02960073709389,-1.15464534942744,-0.80143448805021,-1.23630798359149,-0.582803899365589,-0.902834998187521,-1.32662867310762,-0.713212766111157,-1.13579954271097,-0.292946482993142,-0.436292132246151,-1.05474754716972,-1.44997855235212,-1.38550920489928,-1.90430264204964,-1.23824050996266,-1.06523968104307,-0.545327266120295,-1.22465792912327,-0.876946024038218,-0.975976852283042,-0.986797168795576,-1.18658952809104,-0.514330556901399,-1.6522380231502,-0.312750880924157,-1.69306927508294,-0.0640908761540555,-0.783167293991527,-0.0362752440076602,-0.68221204058784,-0.906246126482494,-0.984757561226532,1.20205826304676,-0.190596113226906,-0.257391188664482,-1.22068241077747,-1.55012645263681,-1.51969717585972,-0.861230493455857,-1.62405566519211,-1.1709463157538,-1.18626882211974,-0.765461454475856
"906",2022-10-21,-0.280199216225825,-1.11287042823349,0.753947814503788,-1.17116582126445,-0.846226497250606,-1.26717947311514,-0.674592907240482,-0.884997948949965,-1.30554225475419,-0.836865092305985,-1.13762137048338,-0.269781620309777,-0.487005042326749,-1.10325999055148,-1.45859656882639,-1.33452284073173,-1.9448028635725,-1.18473644555592,-1.09469610204664,-0.554724371915604,-1.32344853665197,-0.874537869070697,-0.888629755388453,-0.9886954517719,-1.21481218311835,-0.333237135234569,-1.49660880356242,-0.458290239133804,-1.67286711618656,-0.132022906116309,-0.858347665336829,-0.217064174277288,-0.769739336991648,-0.886585494044697,-0.986497368152431,1.41322510474426,-0.265367839524371,-0.165875882061091,-1.16282532938442,-1.58555918937932,-1.49227510507869,-0.739469198419626,-1.60531677361419,-1.17701374654581,-1.19981516765217,-0.740627586636537
"907",2022-10-28,-0.638326231565843,-0.865605761870265,0.331264724763251,-1.04477166518888,-0.806902743445899,-1.33604040933832,-1.01927341834409,-0.826559040527698,-1.07424764377617,-0.933475775037276,-0.977363712481656,-0.261456301037476,-0.463653627915836,-1.05244833229551,-1.48115303042345,-1.31410257505527,-1.95502831882506,-1.16668087106129,-1.31286485914678,-0.43709333054269,-1.38984997980491,-0.461641648809695,-1.01603313838896,-1.00923118842745,-1.17031625593174,-0.231868086034935,-1.33158264916468,-0.339766183597806,-1.67837873804467,-0.0728611054770746,-0.709503510478077,-0.533325609040926,-0.989303321238572,-0.85746872364885,-1.02231576074459,1.78978218231075,-0.0931295039016068,-0.000463499245685321,-0.91372371624841,-1.50838525591903,-1.53940303049151,-0.909595600483711,-1.620958953414,-1.05552542977874,-1.15542866268273,-0.663427642895266
